,Unnamed: 0,ds,yhat,yhat_lower,yhat_upper,time,score
0,12658,2019-06-25 15:12:00,5.326912073304953,-11.560401455169997,20.8441217745478,1561455720.0,0.0
1,12659,2019-06-25 15:13:00,5.265490574818021,-10.252473521860596,21.414105326534848,1561455780.0,0.05728058675139861
2,12660,2019-06-25 15:14:00,5.204868757814935,-11.014390071724787,21.682327560002765,1561455840.0,0.36511706888088324
3,12661,2019-06-25 15:15:00,5.1450441969073255,-12.051093998078539,20.52724293318469,1561455900.0,0.6260359526697067
4,12662,2019-06-25 15:16:00,5.08601427513082,-10.285130312610836,20.53180473784721,1561455960.0,0.8333122495623977
5,12663,2019-06-25 15:17:00,5.027776184924441,-9.72750044529426,20.39069403096317,1561456020.0,0.9976050142285224
6,12664,2019-06-25 15:18:00,4.9703269295853865,-10.927276685065724,21.33849493763205,1561456080.0,1.1274421482388206
7,12665,2019-06-25 15:19:00,4.9136633266137855,-9.341581314897036,21.264289740145028,1561456140.0,1.2296473343360932
8,12666,2019-06-25 15:20:00,4.857782008666084,-11.244242156228779,21.22138823580185,1561456200.0,1.3096799867348359
9,12667,2019-06-25 15:21:00,4.8026794261420305,-10.433184879119123,20.329510493041465,1561456260.0,1.3719087132108043
10,12668,2019-06-25 15:22:00,4.748351849338281,-9.693917471160104,19.637423028961123,1561456320.0,1.4198293132685198
11,12669,2019-06-25 15:23:00,4.6947953697976414,-10.18177881595221,21.348431565911465,1561456380.0,1.4562390386452042
12,12670,2019-06-25 15:24:00,4.642005904163104,-11.383703901568651,20.395175800555755,1561456440.0,1.4833772357640607
13,12671,2019-06-25 15:25:00,4.589979195355983,-10.640814747247333,19.244091466855,1561456500.0,1.5030359269607123
14,12672,2019-06-25 15:26:00,4.538710814668275,-11.143257040580918,20.775968070566627,1561456560.0,1.5166496153810094
15,12673,2019-06-25 15:27:00,4.488196165335028,-10.892973010204088,20.50871938184259,1561456620.0,1.5253673392610416
16,12674,2019-06-25 15:28:00,4.438430484061669,-11.316317308217606,19.96012484407324,1561456680.0,1.5301090004056457
17,12675,2019-06-25 15:29:00,4.389408844066703,-10.548708143630213,20.708470949355146,1561456740.0,1.531611755437169
18,12676,2019-06-25 15:30:00,4.341126156706821,-11.820152694967295,19.393447817483988,1561456800.0,1.5304660345519894
19,12677,2019-06-25 15:31:00,4.293577175351572,-12.949376998130578,20.35580683505379,1561456860.0,1.5271457243925441
20,12678,2019-06-25 15:32:00,4.246756497417645,-11.726399989844975,19.49889973522516,1561456920.0,1.5220307883633588
21,12679,2019-06-25 15:33:00,4.200658566396587,-12.086130296278892,20.800879985625734,1561456980.0,1.5154260476010653
22,12680,2019-06-25 15:34:00,4.155277675830159,-11.242176767652392,19.894567895986704,1561457040.0,1.5075769342210688
23,12681,2019-06-25 15:35:00,4.110607971259738,-11.858006400024465,20.374717934266208,1561457100.0,1.4986806114951072
24,12682,2019-06-25 15:36:00,4.066643453226532,-11.810003885893485,18.595630488376287,1561457160.0,1.4888960181494262
25,12683,2019-06-25 15:37:00,4.023377980318012,-11.72592172379409,20.083574133886682,1561457220.0,1.4783515286873832
26,12684,2019-06-25 15:38:00,3.9808052712560267,-11.433505707206,19.52394674753204,1561457280.0,1.4671507071500292
27,12685,2019-06-25 15:39:00,3.938918909048003,-11.917694897582894,19.92241268898752,1561457340.0,1.4553780370043516
28,12686,2019-06-25 15:40:00,3.8977123432561895,-11.708235554963462,18.81386486478005,1561457400.0,1.44310203320259
29,12687,2019-06-25 15:41:00,3.8571788924935713,-10.975108651446703,18.83271639069173,1561457460.0,1.4303785190035982
30,12688,2019-06-25 15:42:00,3.817311748643912,-11.008351566486864,19.16349485791732,1561457520.0,1.4172538055071422
31,12689,2019-06-25 15:43:00,3.778103979173317,-11.404574777278247,19.531272954931534,1561457580.0,1.4037658800989181
32,12690,2019-06-25 15:44:00,3.7395485297117257,-11.416550670077115,19.329663768230645,1561457640.0,1.3899461704145621
33,12691,2019-06-25 15:45:00,3.701638228995882,-13.446528278367419,18.697821810605472,1561457700.0,1.3758217350173432
34,12692,2019-06-25 15:46:00,3.664365789630415,-11.449975765756285,20.17428516009437,1561457760.0,1.361414575326082
35,12693,2019-06-25 15:47:00,3.627723813191424,-10.773829357158174,20.03105320578762,1561457820.0,1.3467442653448785
36,12694,2019-06-25 15:48:00,3.591704792678766,-13.139616860848827,18.787601557684354,1561457880.0,1.3318274457245394
37,12695,2019-06-25 15:49:00,3.5563011151236155,-13.036624334508526,18.767813341912557,1561457940.0,1.3166784668268288
38,12696,2019-06-25 15:50:00,3.5215050667605454,-13.233575558185404,19.887380067259947,1561458000.0,1.3013108011841865
39,12697,2019-06-25 15:51:00,3.4873088340214053,-13.109088541578851,18.613295646515912,1561458060.0,1.2857356584123443
40,12698,2019-06-25 15:52:00,3.4537045079247606,-11.7510737573551,19.584545258726312,1561458120.0,1.2699637029621402
41,12699,2019-06-25 15:53:00,3.420684088422437,-12.871572630449359,17.75006703629321,1561458180.0,1.2540051445013323
42,12700,2019-06-25 15:54:00,3.3882394856975293,-12.85583040988172,18.21585132787884,1561458240.0,1.2378686898278486
43,12701,2019-06-25 15:55:00,3.356362524584471,-11.816377598889744,18.8301407119208,1561458300.0,1.2215630064736245
44,12702,2019-06-25 15:56:00,3.325044948942122,-12.043679536587868,19.564241954843464,1561458360.0,1.205096710365235
45,12703,2019-06-25 15:57:00,3.294278422750808,-12.0786015441785,18.54774287764464,1561458420.0,1.1884771522745077
46,12704,2019-06-25 15:58:00,3.264054536165775,-11.912262446435529,18.765731631215445,1561458480.0,1.1717125177976335
47,12705,2019-06-25 15:59:00,3.234364806649224,-12.611616353304868,18.63552764523516,1561458540.0,1.1548098221531988
