,Unnamed: 0,ds,yhat,yhat_lower,yhat_upper,time,score
0,12655,2019-06-25 15:12:00,22.71485372155572,16.962593132817908,28.589547989389576,1561455720.0,0.0
1,12656,2019-06-25 15:13:00,22.525289978694087,16.774479561138357,28.346329309001106,1561455780.0,0.05520683045644573
2,12657,2019-06-25 15:14:00,22.337411314492222,16.7327246206385,27.685714572741407,1561455840.0,0.34078641880005933
3,12658,2019-06-25 15:15:00,22.151236257367678,16.06205014888073,27.89745868811857,1561455900.0,0.5874259343811657
4,12659,2019-06-25 15:16:00,21.966782971855807,16.485232547229174,27.58512539917616,1561455960.0,0.7873923293330752
5,12660,2019-06-25 15:17:00,21.784069251249647,15.679764372887599,27.41428951765427,1561456020.0,0.9499559404071986
6,12661,2019-06-25 15:18:00,21.60311251493879,16.047599445831032,27.016291260229515,1561456080.0,1.082532671104383
7,12662,2019-06-25 15:19:00,21.423929807268113,15.683483833987069,26.701271212222014,1561456140.0,1.1910551279460242
8,12663,2019-06-25 15:20:00,21.24653778992366,15.181975557653756,27.150931444564662,1561456200.0,1.2802682191446344
9,12664,2019-06-25 15:21:00,21.070952742583675,15.74796557788742,26.19017245207746,1561456260.0,1.3539680504160632
10,12665,2019-06-25 15:22:00,20.897190556853364,14.994393841030032,26.787648451079928,1561456320.0,1.4151905845194817
11,12666,2019-06-25 15:23:00,20.725266731530468,15.051108250135446,26.19593170793965,1561456380.0,1.4663638891224056
12,12667,2019-06-25 15:24:00,20.555196376986448,15.321547517582353,26.543239011798907,1561456440.0,1.5094312108202745
13,12668,2019-06-25 15:25:00,20.38699420234191,14.774669215470974,25.884621941807612,1561456500.0,1.5459451183943278
14,12669,2019-06-25 15:26:00,20.22067451862361,14.733614915338215,25.74375074607812,1561456560.0,1.5771482602783902
15,12670,2019-06-25 15:27:00,20.05625123591576,14.646943029711005,25.764275524597238,1561456620.0,1.6040343636602588
16,12671,2019-06-25 15:28:00,19.89373785735087,13.558682210505436,25.29522347752349,1561456680.0,1.6273975012534097
17,12672,2019-06-25 15:29:00,19.733147480383426,14.290811965753072,25.366515042802142,1561456740.0,1.6478732170254098
