,ds,yhat,yhat_lower,yhat_upper,time
12656,2019-06-25 15:12:00,4.820944414687493,-13.241355252453056,21.687142073999823,1561455720.0
12657,2019-06-25 15:13:00,4.77171614560681,-12.59527048741667,21.8079105856267,1561455780.0
12658,2019-06-25 15:14:00,4.724065404011173,-12.831119724741908,21.551957309541706,1561455840.0
12659,2019-06-25 15:15:00,4.6779949317359275,-12.469622129476269,23.496524350045696,1561455900.0
12660,2019-06-25 15:16:00,4.633507065162922,-12.469036238566936,21.256005380056713,1561455960.0
12661,2019-06-25 15:17:00,4.590603734494826,-13.128033010712896,21.66767286579567,1561456020.0
12662,2019-06-25 15:18:00,4.549286463463668,-13.23843438877165,21.121631189841633,1561456080.0
12663,2019-06-25 15:19:00,4.509556370541416,-13.31773357833769,21.178738178965066,1561456140.0
12664,2019-06-25 15:20:00,4.4714141684993765,-13.015401828767246,21.03204351150946,1561456200.0
12665,2019-06-25 15:21:00,4.43486016509727,-12.653496084400382,22.734311849886332,1561456260.0
12666,2019-06-25 15:22:00,4.399894263743262,-12.73727249254078,22.202484447100723,1561456320.0
12667,2019-06-25 15:23:00,4.366515963587476,-13.952716410079415,21.442688513836046,1561456380.0
12668,2019-06-25 15:24:00,4.334724361151408,-12.386853197384626,21.970486348389347,1561456440.0
12669,2019-06-25 15:25:00,4.3045181509514485,-13.87604565219605,21.27940422734143,1561456500.0
12670,2019-06-25 15:26:00,4.275895625889009,-12.730161800112537,21.38975484714011,1561456560.0
12671,2019-06-25 15:27:00,4.2488546793464375,-13.05792722440142,21.153797374524423,1561456620.0
12672,2019-06-25 15:28:00,4.22339280597065,-13.063884735867553,21.348343431016385,1561456680.0
12673,2019-06-25 15:29:00,4.199507103126003,-12.459710277829098,21.633755801695646,1561456740.0
12674,2019-06-25 15:30:00,4.177194271971056,-13.092453893271157,20.713983282979385,1561456800.0
12675,2019-06-25 15:31:00,4.156450619964397,-13.72212614900683,22.041164375389638,1561456860.0
12676,2019-06-25 15:32:00,4.137272061910714,-12.324270643812525,21.876076966837278,1561456920.0
12677,2019-06-25 15:33:00,4.11965412161602,-13.244214488128083,21.345805024137768,1561456980.0
12678,2019-06-25 15:34:00,4.103591934684051,-13.242239349646301,21.06427595785361,1561457040.0
12679,2019-06-25 15:35:00,4.089080249695183,-13.180527764154435,21.35810114052212,1561457100.0
12680,2019-06-25 15:36:00,4.076113431023076,-13.174359391861692,22.08835546934926,1561457160.0
12681,2019-06-25 15:37:00,4.064685460701703,-12.971643636913551,22.062276679087866,1561457220.0
12682,2019-06-25 15:38:00,4.054789940605096,-13.494183355066308,20.916360711859248,1561457280.0
12683,2019-06-25 15:39:00,4.0464200961578305,-12.06263208083552,22.7418156135205,1561457340.0
12684,2019-06-25 15:40:00,4.039568777268695,-14.670170423811777,21.899684944567568,1561457400.0
