,ds,yhat,yhat_lower,yhat_upper,time
14134,2019-06-25 15:12:00,30.44645960928868,23.037667869031534,37.28101372879469,1561455720.0
14135,2019-06-25 15:13:00,30.346455509933925,22.77118507344339,37.61192621520175,1561455780.0
14136,2019-06-25 15:14:00,30.248661800891426,23.102984164789877,36.85875996457526,1561455840.0
14137,2019-06-25 15:15:00,30.153067118115114,22.962020527506628,37.069870012095485,1561455900.0
14138,2019-06-25 15:16:00,30.059659633925083,22.617656480720633,37.0793231734754,1561455960.0
14139,2019-06-25 15:17:00,29.968427059704435,22.97475370349736,37.340707755956956,1561456020.0
14140,2019-06-25 15:18:00,29.87935665094979,22.49418879698057,36.67330809411235,1561456080.0
14141,2019-06-25 15:19:00,29.792435213434956,22.956050799931404,36.7278491833037,1561456140.0
14142,2019-06-25 15:20:00,29.707649106062846,22.494530155836944,37.54634227252589,1561456200.0
14143,2019-06-25 15:21:00,29.624984247746212,22.336141397490366,36.60893156946519,1561456260.0
14144,2019-06-25 15:22:00,29.544426121349286,22.588110153928852,37.17052047569776,1561456320.0
14145,2019-06-25 15:23:00,29.465959778147422,22.30651224897536,36.493899275095345,1561456380.0
14146,2019-06-25 15:24:00,29.38956984658873,21.986852363615313,36.86385142359337,1561456440.0
14147,2019-06-25 15:25:00,29.315240533507907,22.57103996566272,36.74488784768834,1561456500.0
14148,2019-06-25 15:26:00,29.242955632113908,22.15928340158668,36.169823977554096,1561456560.0
14149,2019-06-25 15:27:00,29.17269852786915,22.264383863897127,36.50232201470315,1561456620.0
14150,2019-06-25 15:28:00,29.104452202791684,21.6557718957359,35.57917486147026,1561456680.0
14151,2019-06-25 15:29:00,29.038199242934382,21.364136058103917,36.05299512584111,1561456740.0
14152,2019-06-25 15:30:00,28.973921842781582,20.8532508431973,35.52472926783632,1561456800.0
14153,2019-06-25 15:31:00,28.911601812465097,21.91461654195824,35.91833810655044,1561456860.0
14154,2019-06-25 15:32:00,28.85122058406879,21.301394600422693,36.20874549170574,1561456920.0
14155,2019-06-25 15:33:00,28.792759216716362,21.83984068477305,35.892323451067774,1561456980.0
14156,2019-06-25 15:34:00,28.7361984039895,21.280019823466137,35.29494129678156,1561457040.0
14157,2019-06-25 15:35:00,28.681518480399607,21.54029804767809,35.581082750664294,1561457100.0
14158,2019-06-25 15:36:00,28.62869942708271,21.616682178265005,35.79664537200852,1561457160.0
14159,2019-06-25 15:37:00,28.577720879585033,21.395331745475936,35.84895353646896,1561457220.0
14160,2019-06-25 15:38:00,28.528562133458852,21.416600832166967,36.33208586053571,1561457280.0
14161,2019-06-25 15:39:00,28.481202151395554,21.525134032569035,35.78327830117668,1561457340.0
14162,2019-06-25 15:40:00,28.435619571344688,20.818058647562967,35.40820494064228,1561457400.0
14163,2019-06-25 15:41:00,28.391792711502838,21.426178294213038,35.71041091446111,1561457460.0
14164,2019-06-25 15:42:00,28.349699578252512,21.238864049297856,35.50201799219823,1561457520.0
14165,2019-06-25 15:43:00,28.309317874343865,21.184157288172333,35.465484901605,1561457580.0
14166,2019-06-25 15:44:00,28.270625003589213,20.986074416491196,35.7405938704143,1561457640.0
14167,2019-06-25 15:45:00,28.233598081243617,21.48375616587055,34.91520063624081,1561457700.0
14168,2019-06-25 15:46:00,28.198213938279906,21.228695414637954,35.958023292013024,1561457760.0
14169,2019-06-25 15:47:00,28.164449130854738,21.299447764091482,35.473034060566526,1561457820.0
14170,2019-06-25 15:48:00,28.132279947256684,20.815532759399733,35.250054051611826,1561457880.0
14171,2019-06-25 15:49:00,28.101682414723264,21.561164254775974,35.36676853561545,1561457940.0
14172,2019-06-25 15:50:00,28.072632308295123,20.911889925741225,35.31540463362924,1561458000.0
14173,2019-06-25 15:51:00,28.045105157158396,20.955891243397403,35.13846322633785,1561458060.0
14174,2019-06-25 15:52:00,28.01907625294353,21.299922458659058,35.26026948624651,1561458120.0
